name,anxiety,optimistic,party,religious,riding,terror,total words
David Price,0.003363439646250823,0.007385454887571738,Liberal,0.00030576724056825664,Compton--Stanstead,0.0023990968106124754,42516
David Smith,0.0047674082635076566,0.009101415775787344,Liberal,0.0001444669170759896,Pontiac,0.0004334007512279688,6922
David Sweet,0.004578008219605667,0.008583765411760626,Conservative,0.0017601054329165727,Flamborough—Glanbrook,0.0027398685556730886,115334
David Tilson,0.0027321053282235133,0.007417480529113611,Conservative,0.0008777351959451107,Dufferin—Caledon,0.0016442081839535172,80890
David Wilks,0.0038297321775132617,0.009030922499676543,Conservative,0.0002717039720533057,Kootenay--Columbia,0.004217880709017984,77290
David Yurdiga,0.004858904877592973,0.005731016009468635,Conservative,0.0008721111318756618,Fort McMurray—Cold Lake,0.0015573413069208248,16053
Dawn Black,0.004155271752117462,0.005934205984653373,New Democratic Party,0.00026551257202028517,New Westminster--Coquitlam,0.0031197727212383505,75326
Dean Allison,0.005598471343516609,0.01058524706677386,Conservative,0.0005243105316508791,Niagara West,0.0025516445873676116,171654
Dean Del Mastro,0.0028137785899164324,0.008436638309665963,Independent,0.00040867902724996596,Peterborough,0.001221339621666565,212881
Deb Schulte,0.005825242718446602,0.009664607237422771,Liberal,0.000617828773168579,King—Vaughan,0.0015445719329214476,22660
Deborah Grey,0.0035350254821624864,0.006464225042470271,Conservative,0.0005433696412511242,Edmonton North,0.0017300389727190966,160112
Deepak Obhrai,0.0045666106624436854,0.008001438855232738,Conservative,0.0004474488833518308,Calgary Forest Lawn,0.002757074737123781,455918
Denis Blanchette,0.0048107859659874365,0.007047648230427455,New Democratic Party,0.0003370614371074,Louis-Hébert,0.0014248506204994637,65270
Denis Coderre,0.004327903781316773,0.006379874944766263,Liberal,0.0003813397737384009,Bourassa,0.0019066988686920045,165207
Denis Lebel,0.0030321752768404544,0.006853286440758519,Conservative,0.00027565229789458675,Lac-Saint-Jean,0.0013687562378213963,105205
Denis Lemieux,0.006126295947219604,0.008011310084825637,Liberal,0.0,Chicoutimi—Le Fjord,0.000942507068803016,4244
Denis Paradis,0.00381599215796107,0.008769780142837138,Liberal,0.0003500910236661532,Brome—Missisquoi,0.0025731690239462262,57128
Denise Poirier-Rivard,0.004709998654286098,0.008074283407347598,Bloc Québécois,0.00013457139012245997,Châteauguay--Saint-Constant,0.0023325707621226393,22293
Denise Savoie,0.0036782802957770096,0.004960269163569879,New Democratic Party,0.00015145860041434746,Victoria,0.0015849060686215645,184869
Dennis Bevington,0.0045832979231564975,0.006493982223602812,New Democratic Party,0.00016996884881270897,Northwest Territories,0.002148054589305443,341239
Dennis Gruending,0.0031681375876895226,0.005140141596353409,New Democratic Party,0.00035560728025086475,Saskatoon--Rosetown--Biggar,0.0021013157469369284,30933
Dennis Mills,0.003007138795880978,0.0070629856592330535,Liberal,0.0005180365152568071,Toronto--Danforth,0.0014151241392381072,79145
Derek Lee,0.0018181992477959528,0.006553825408136202,Liberal,0.00036747436466877777,Scarborough--Rouge River,0.0027193102985489555,312947
Derrek Konrad,0.0032064842236522745,0.005678149146050903,Conservative,0.00026720701863768953,Prince Albert,0.0010242935714444767,44909
Devinder Shory,0.005203368287257705,0.009850651414045123,Conservative,0.0006156657133778202,Calgary Northeast,0.0026612646965363837,50352
Diane Ablonczy,0.004364901496232738,0.008085917767674828,Conservative,0.00043399998577049227,Calgary Nose Hill,0.0024047868064004324,281106
Diane Bourgeois,0.004203497959073339,0.008271835212067149,Bloc Québécois,0.0002905955180709864,Terrebonne--Blainville,0.0025342632389911603,147972
Diane Finley,0.010956929766735318,0.007709977111645218,Conservative,0.00033165594585409593,Haldimand—Norfolk,0.002145527353426497,244229
Diane Lebouthillier,0.00394305954688231,0.005279689901757669,Liberal,0.00010024727661565194,Gaspésie—Les-Îles-de-la-Madeleine,0.0016373721847223151,29926
Diane Marleau,0.00399616805802655,0.008457643355686328,Liberal,0.00030108115505679485,Sudbury,0.0018338579444368414,36535
Diane St-Jacques,0.006844278522540868,0.009446235646812602,Liberal,0.0007636178516884439,Shefford,0.00138582499010125,35358
Dianne Lynn Watts,0.005497251374312844,0.006071038554796676,Conservative,0.0007958983471227349,South Surrey—White Rock,0.002387695041368205,54027
Dick Harris,0.0028962117108652157,0.00655516620054608,Conservative,0.0003703171462365829,Cariboo--Prince George,0.0022827012148613243,180926
Dick Proctor,0.003786081937197147,0.007026861675008756,New Democratic Party,0.0003546680971613252,Palliser,0.002314209333977647,225563
Djaouida Sellah,0.005415365716333112,0.006787121871321083,New Democratic Party,0.00024568766955008445,Saint-Bruno--Saint-Hubert,0.004012898602651379,97685
Dominic LeBlanc,0.003158153351350144,0.007558126549482947,Liberal,0.00030822147276260246,Beauséjour,0.0016885176333951266,223865
Don Bell,0.004529641131009363,0.0077517569870881875,Liberal,0.000233486656237596,North Vancouver,0.0019846365780195664,42829
Don Boudria,0.0013565278198849717,0.005948363425531491,Liberal,0.00018367342422586077,Glengarry--Prescott--Russell,0.0010467172248052065,451889
Don Davies,0.0037788106391489656,0.006932218980147538,New Democratic Party,0.00046296014278665457,Vancouver Kingsway,0.0025523723661527403,492483
Don Rusnak,0.006903135786149666,0.007857824777851215,Liberal,0.0005140633032239113,Thunder Bay—Rainy River,0.001762502753910553,13617
Dona Cadman,0.004966887417218543,0.011479028697571744,Conservative,0.0004415011037527594,Surrey North,0.0041942604856512146,9060
Doug Eyolfson,0.006352407360725989,0.008116964960927653,Liberal,0.0005545752457776658,Charleswood—St. James—Assiniboia—Headingley,0.0034786992689689942,19835
Earl Dreeshen,0.004812204412874257,0.009688816915404574,Conservative,0.00044165547192727406,Red Deer—Mountain View,0.001711414953718187,108682
Ed Broadbent,0.002084527593934025,0.006462035541195477,New Democratic Party,0.0005211318984835062,Ottawa Centre,0.0005732450883318568,19189
Ed Fast,0.00247540745287438,0.009085916425721624,Conservative,0.00034728391671647095,Abbotsford,0.0025561711544363503,247636
Ed Holder,0.0029915520256177976,0.011945140834685149,Conservative,0.0008216234436555924,London West,0.0016643141550972255,47467
Ed Komarnicki,0.007411549889837417,0.007741700748566539,Conservative,0.00028972422296637176,Souris--Moose Mountain,0.002098816173349414,296834
Eleni Bakopanos,0.004489799825768962,0.008654113097004566,Liberal,0.0003446328224470845,Ahuntsic,0.001464689495400109,104459
Elinor Caplan,0.004104680959614113,0.010945815892304303,Liberal,0.00010435629558340967,Thornhill,0.004011919807984416,86243
Elizabeth May,0.0031754085747638756,0.006029130850047756,Green,0.0004443913827867983,Saanich—Gulf Islands,0.0026215775230818213,603072
Elsie Wayne,0.004541332709296203,0.006727900310068449,Conservative,0.00095799450067279,Saint John,0.0019452407418241386,136744
Emmanuel Dubourg,0.004864390961282842,0.00709861704233717,Liberal,0.0003110947707797166,Bourassa,0.0009615656551373059,35359
Emmanuella Lambropoulos,0.004845656855707107,0.011665470208183776,Liberal,0.0010768126346015793,Saint-Laurent,0.003230437903804738,5572
Eric C. Lowther,0.0032305472070330602,0.0074673304293715,Conservative,0.0002780388989659601,Calgary Centre,0.0009400362774563413,75529
Erin O'Toole,0.0037247333121891222,0.008134074927864719,Conservative,0.0005995157459909802,Durham,0.0025914551600900435,258542
Erin Weir,0.004233308771473567,0.0074841431522979784,Independent,0.0004189964313062575,Regina—Lewvan,0.0019360524756909829,69213
Ethel Blondin-Andrew,0.004792283037475345,0.00799741124260355,Liberal,0.00043145956607495067,Western Arctic,0.0015871548323471401,64896
Eugène Bellemare,0.0033343437405274324,0.009457411336768718,Liberal,0.0002424977265838133,Ottawa--Orléans,0.002303728402546226,16495
Eva Nassif,0.008748761967646087,0.009409045889732586,Liberal,0.0003301419610432486,Vimy,0.003218884120171674,12116
Eve Adams,0.00586538594239501,0.00972964021032584,Liberal,0.00048303178349135375,Mississauga--Brampton South,0.004512896948619219,72459
Fabian Manning,0.003974473802060009,0.011699507389162561,Conservative,0.0004478280340349306,Avalon,0.0012875055978504254,17864
Fayçal El-Khoury,0.007577352136392338,0.009892654178067775,Liberal,0.0006314460113660282,Laval—Les Îles,0.0016838560303094085,9502
Filomena Tassi,0.004200076365024819,0.010691103474608629,Liberal,0.0015273004963726614,Hamilton West—Ancaster—Dundas,0.0012923311892384058,34047
Fin Donnelly,0.005012452714189821,0.0066309918884839055,New Democratic Party,0.0003011235673105274,Port Moody—Coquitlam,0.0035319285082463943,159403
France Bonsant,0.004739199118827809,0.006869664777750402,Bloc Québécois,0.00036232409165350225,Compton--Stanstead,0.001144944129625067,68999
Francesco Sorbara,0.0058156109242260105,0.01079023889617424,Liberal,0.0007839671589030162,Vaughan—Woodbridge,0.0010405382290894578,70156
Francine Lalonde,0.004102687981422966,0.008092386455285377,Bloc Québécois,0.0004168923209992948,La Pointe-de-l'Île,0.002852011018425082,256661
Francine Raynault,0.0050269087468212195,0.00601257712855087,New Democratic Party,0.00041398072032645337,Joliette,0.00208961696926686,50727
Francis Drouin,0.00494247508168813,0.008923913341936901,Liberal,0.0002471237540844065,Glengarry—Prescott—Russell,0.0019495318377769845,36419
Francis Scarpaleggia,0.003966784563589855,0.007150427110333644,Liberal,0.00048520755391549727,Lac-Saint-Louis,0.0021664091661665625,234951
Frank Baylis,0.005453404758457603,0.008928140533758023,Liberal,0.0016408474494474204,Pierrefonds—Dollard,0.002026929202258578,20721
Frank Valeriote,0.004859772156364233,0.006714879174751081,Liberal,0.0010035824853568192,Guelph,0.002329527829646435,164411
François Choquette,0.0045574943477883646,0.0074052903680189444,New Democratic Party,0.00026538600905374576,Drummond,0.0015157623978646634,195941
François Lapointe,0.005111729263110354,0.006353735770813874,New Democratic Party,0.0003592580807406875,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,0.0020734323517033965,97423
François Pilon,0.0043442059153603885,0.006154291713427217,New Democratic Party,0.000579227455381385,Laval--Les Îles,0.0022083046736415305,27623
François-Philippe Champagne,0.006328147162153316,0.007921094551247081,Liberal,0.00018548017544242477,Saint-Maurice—Champlain,0.0010255962642110547,91654
Françoise Boivin,0.003336079967163838,0.0071751951190156555,New Democratic Party,0.00043205475985470614,Gatineau,0.0017683384099767617,324033
Fred Mifflin,0.005173688100517369,0.003695491500369549,Liberal,0.0,Bonavista--Trinity--Conception,0.0007390983000739098,1353
Gabriel Ste-Marie,0.003929913679188619,0.005903451116335742,Bloc Québécois,0.0003089015119012888,Joliette,0.0011326388769713923,58271
Gagan Sikand,0.0041860958033064855,0.007524374735057227,Liberal,0.0005828740991945739,Mississauga—Streetsville,0.0035502331496396777,18872
Gail Shea,0.0027219036206453822,0.0080116408456732,Conservative,0.00010271334417529744,Egmont,0.003166994778738338,58415
Gar Knutson,0.0035223923513766084,0.006541585795413701,Liberal,0.00025159945366975777,Elgin--Middlesex--London,0.0030551362231327726,27822
Garnett Genuis,0.0037828280884606765,0.008966955151641377,Conservative,0.0009349539201282223,Sherwood Park—Fort Saskatchewan,0.0023362528948482454,441733
Garry Breitkreuz,0.0034873836865427065,0.006819628895834208,Conservative,0.0003393654189870104,Yorkton--Melville,0.0017614681271230538,309401
Garth Turner,0.004046746903889761,0.008826094540380254,Liberal,0.0003139717425431711,Halton,0.001151229722658294,28665
Gary Anandasangaree,0.004887796710863871,0.007642245686046826,Liberal,0.000540088034349599,Scarborough—Rouge Park,0.001998325727093516,37031
Gary Carr,0.005664103097069217,0.007326959052172105,Liberal,0.0010392849719393059,Halton,0.0020785699438786117,19244
Gary Goodyear,0.003952373486917561,0.007376663668693736,Conservative,0.00020628254107085393,Cambridge,0.0016915168367810022,121193
Gary Lunn,0.00422336339415537,0.007169211890974189,Conservative,0.0003361881308780394,Saanich--Gulf Islands,0.0017313688740219027,237962
Gary Merasty,0.005926189688938627,0.006943561309357276,Liberal,0.0005595543912302566,Desnethé--Missinippi--Churchill River,0.0017040974642012362,39317
Gary Pillitteri,0.004472271914132379,0.012650140557117301,Liberal,0.0002555583950932788,Niagara Falls,0.005366726296958855,7826
Gary Schellenberger,0.003900730391864191,0.009592612494278265,Conservative,0.0007761657412382829,Perth--Wellington,0.00254741576611539,50247
Geng Tan,0.005363847666726265,0.008760951188986232,Liberal,0.0019667441444662973,Don Valley North,0.0,5593
Geoff Regan,0.0028935491430860994,0.006182102708709753,Liberal,0.0002475865040785624,Halifax West,0.0018049245144658558,529108
George Baker,0.001587774139128709,0.004465614766299494,Liberal,0.0003969435347821772,Gander--Grand Falls,0.0007938870695643545,10077
George Proud,0.0042027843446283165,0.00998161281849225,Liberal,0.00035023202871902636,Hillsborough,0.0040276683302688035,11421
Georges Farrah,0.0034590107229332413,0.008258388101003112,Liberal,0.0002594258042199931,Bonaventure--Gaspé--Îles-De-La-Madeleine--Pabok,0.0035887236250432375,23128
Georgina Jolibois,0.00552628670375419,0.005968389640054526,New Democratic Party,0.001215783074825922,Desnethé—Missinippi—Churchill River,0.0023578823269351213,27143
Gerald Keddy,0.0033371510700891554,0.008944732646140718,Conservative,0.00043791686316782324,South Shore--St. Margaret's,0.0014664600597363517,445290
Gerard Kennedy,0.005424440215554805,0.006900599356181194,Liberal,0.0006758318957084675,Parkdale--High Park,0.0011560282426592208,56227
Gerry Byrne,0.002385407710851498,0.006052023803503093,Liberal,0.0004720241406631939,Humber--St. Barbe--Baie Verte,0.0014245014245014246,118638
Gerry Ritz,0.0034182594915772198,0.0066411898693500265,Conservative,0.00029614414028410934,Battlefords—Lloydminster,0.0011908775002914184,317413
Ghislain Fournier,0.004453864935204314,0.006707627914464329,Bloc Québécois,0.00045611869818357436,Manicouagan,0.0012878645595771512,37271
Ghislain Lebel,0.002030972328002031,0.0062123859444768005,Independent,0.0003584068814121231,Chambly,0.0008661499634126309,66963
Gilbert Barrette,0.004997827031725337,0.007170795306388526,Liberal,0.000217296827466319,Témiscamingue,0.000651890482398957,4602
Gilbert Normand,0.00138811771238201,0.006107717934480844,Liberal,0.0,Bellechasse--Etchemins--Montmagny--L'Islet,0.000555247084952804,3602
Gilles Bernier,0.0044310361082304135,0.005908048144307219,Conservative,0.00018855472800980485,Tobique--Mactaquac,0.0010684767920555607,31821
Gilles Duceppe,0.0031409501374165686,0.006319430009930945,Bloc Québécois,0.0004994341670708331,Laurier--Sainte-Marie,0.0018909212683895702,346392
Gilles-A. Perron,0.0034561599404477057,0.0072667978235054324,Bloc Québécois,0.0004608213253930274,Rivière-des-Mille-Îles,0.001648322433136598,56421
Ginette Petitpas Taylor,0.007705842103548272,0.008878824411065134,Liberal,0.00024437131406601284,Moncton—Riverview—Dieppe,0.0011729823075168615,61382
Glen Motz,0.0046321177223288545,0.011132437619961612,Conservative,0.0006397952655150352,Medicine Hat—Cardston—Warner,0.008496481126039667,39075
Glen Pearson,0.005594405594405594,0.006060606060606061,Liberal,0.0006993006993006993,London North Centre,0.0036713286713286712,17160
Glenn Thibeault,0.005734874003325801,0.006097300984948621,New Democratic Party,0.0003037990875367757,Sudbury,0.0016948791199420117,187624
Gord Brown,0.004636678730192736,0.0077584030237878455,Conservative,0.0002830975462328898,Leeds—Grenville—Thousand Islands and Rideau Lakes,0.0026090881963625793,130697
Gord Johns,0.005994586764257396,0.005308401951814578,New Democratic Party,0.0005908813662702043,Courtenay—Alberni,0.0020490240927111924,104928
Gordie Hogg,0.002126528442317916,0.007974481658692184,Liberal,0.0,South Surrey—White Rock,0.002658160552897395,1881
Gordon Earle,0.004370040221763235,0.006555060332644852,New Democratic Party,0.0005109251005544081,Halifax West,0.0026415914773344927,91990
Gordon O'Connor,0.0030341421689274793,0.007319061029833041,Conservative,0.00041154587929601445,Carleton--Mississippi Mills,0.0025499705462262855,123923
Grant Hill,0.0026792098484652695,0.006530035579217602,Conservative,0.0002842891479078903,Macleod,0.00195556474469973,116079
Grant McNally,0.0038798909073851947,0.00671442260656298,Conservative,0.0005628857274962976,Dewdney--Alouette,0.00186958473775556,149231
Greg Fergus,0.0035532756024096385,0.010212725903614458,Liberal,0.0005882906626506025,Hull—Aylmer,0.0008471385542168675,42496
Greg Kerr,0.00647136594530652,0.012246886090042446,Conservative,0.0004175074803423561,West Nova,0.0017396145014264839,28742
Greg Rickford,0.003614985207993721,0.0078035380063998065,Conservative,0.00027923685322707236,Kenora,0.0020301273923806072,132504
Greg Thompson,0.0023021998798852237,0.005775889553721704,Conservative,0.0004448695420068065,New Brunswick Southwest,0.0014124607958716107,269742
Gudie Hutchings,0.005485232067510549,0.009620253164556962,Liberal,0.0010126582278481013,Long Range Mountains,0.0009282700421940929,11850
Gurbax Malhi,0.005120475708711002,0.00869242045712634,Liberal,0.0013420601655895774,Bramalea--Gore--Malton,0.00276670864906159,48433
Gurmant Grewal,0.0036866541149565783,0.007405344662730293,Conservative,0.0005741914497225152,Newton--North Delta,0.0029991029798811203,405788
Guy André,0.005515853157980557,0.007748058768294808,Bloc Québécois,0.0001743032088658484,Berthier--Maskinongé,0.0016530691421470782,177851
Guy Caron,0.0031835895352822453,0.005773112123789335,New Democratic Party,0.00026656850175808274,Rimouski-Neigette—Témiscouata—Les Basques,0.0012769900608030058,393895
Guy Côté,0.0036291246058171695,0.006254073956626676,Bloc Québécois,0.00024663953631767175,Portneuf,0.000669450170005109,56763
Guy Lauzon,0.004308049760394985,0.009826225857979574,Conservative,0.000496151798247737,Stormont—Dundas—South Glengarry,0.0017062781354373396,82636
Guy St-Julien,0.003980099502487562,0.005272488134042431,Liberal,0.00012580774289472178,Abitibi--Baie-James--Nunavik,0.0013838851718419398,87435
Gérard Asselin,0.0028238616307800918,0.00580119400236345,Bloc Québécois,0.00015347074080326585,Manicouagan,0.0008440890744179623,65159
Gérard Binet,0.004098148052082793,0.012398194739845412,Liberal,0.00020750116719406547,Frontenac--Mégantic,0.0011931317113658764,19277
Gérard Deltell,0.003363151120358367,0.007030785058197739,Conservative,0.0005443783706478564,Louis-Saint-Laurent,0.00119947776583426,216761
Harjit S. Sajjan,0.006021582304894771,0.009464615751505395,Liberal,0.00031300304060096585,Vancouver South,0.004262803314851249,67092
Harold Albrecht,0.005120871318431788,0.009458038327829542,Conservative,0.0011755564635510514,Kitchener—Conestoga,0.001818595896604618,298582
Hec Clouthier,0.0027817090429944854,0.011468449563222878,Liberal,0.0009760382606998194,Renfrew--Nipissing--Pembroke,0.0013176516519447562,20491
Hedy Fry,0.00608051808334476,0.005542605815780869,Liberal,0.0003744291274219236,Vancouver Centre,0.0020171710033645885,379244
Helena Guergis,0.004264879021600711,0.008601840505538336,Independent,0.0003964535428530239,Simcoe--Grey,0.0029553809558134506,83238
Herb Dhaliwal,0.004278197208876687,0.009174102036147335,Liberal,0.00016014641958361932,Vancouver South--Burnaby,0.0014184397163120568,43710
Herb Gray,0.002237633945323901,0.007407819210295896,Liberal,0.0008616975441619991,Windsor West,0.0016817000458645467,71951
Hoang Mai,0.004369431811733424,0.00630689786554472,New Democratic Party,0.00022698347073939865,Brossard--La Prairie,0.0020833839992866234,123357
Howard Hilstrom,0.0033786236068126777,0.006288727143149379,Conservative,0.0003629380827630806,Selkirk--Interlake,0.002336001478147828,151541
Hunter Tootoo,0.00620077090665326,0.006619741913859561,Independent,0.0009217362158538629,Nunavut,0.0017596782302664656,11934
Hélène Alarie,0.0037211493170042392,0.006617993405558172,Bloc Québécois,0.0002826189354686764,Louis-Hébert,0.0017428167687235045,42460
Hélène Laverdière,0.005744255744255744,0.0065239638410370115,New Democratic Party,0.000438585804439463,Laurier—Sainte-Marie,0.0027838015642893694,164164
Hélène LeBlanc,0.004834185903331484,0.006673608841391576,New Democratic Party,0.00017482118832802535,LaSalle--Émard,0.0020522487325463847,131563
Hélène Scherrer,0.0026651300151264135,0.011885039256644818,Liberal,7.203054094936253e-05,Louis-Hébert,0.0020888856875315135,13883
Ian McClelland,0.0,0.0,Conservative,0.0,Edmonton Southwest,0.0,158
Ian Murray,0.003778838504375497,0.013325377883850438,Liberal,0.0003977724741447892,Lanark--Carleton,0.0025855210819411296,10056
Inky Mark,0.004257727582614065,0.008020220990211085,Conservative,0.0005145290130047208,Dauphin--Swan River--Marquette,0.002000231538055852,155482
Iqra Khalid,0.007581066445817672,0.00885519526024081,Liberal,0.0017837803401923934,Mississauga—Erin Mills,0.0030579091546155315,15697
Irene Mathyssen,0.006751445964039268,0.006832756031851864,New Democratic Party,0.0004770190645005665,London—Fanshawe,0.0033824988210040168,368958
Irwin Cotler,0.0036636585218459802,0.0076974598634248536,Liberal,0.0006798541586930685,Mount Royal,0.005819048002739561,397144
Isabelle Morin,0.005723072368907929,0.006644026543214952,New Democratic Party,0.0002220157384490145,Notre-Dame-de-Grâce--Lachine,0.0018172399332308223,121613
Ivan Grose,0.0013518733101583623,0.012359984550019312,Liberal,0.001544998068752414,Oshawa,0.0009656237929702588,5178
Jack Harris,0.004077509155453283,0.006081185368112363,New Democratic Party,0.0004265529192215409,St. John's East,0.0026266679762589626,356345
Jack Layton,0.004916249728083533,0.006510174619811339,New Democratic Party,0.0006565546700417268,Toronto--Danforth,0.0018549647002986138,252835
Jack Ramsay,0.003993610223642172,0.006171943072901539,Conservative,0.00021783328492593667,Crowfoot,0.0013796108045309324,13772
Jacques Gourde,0.004427951125921438,0.009734423911945875,Conservative,0.00036857517923861457,Lévis—Lotbinière,0.0016207209936382914,198060
Jacques Saada,0.0032207035473261333,0.00767050950847284,Liberal,0.0003983202267011119,Brossard--La Prairie,0.0020598846009400357,87869
Jake Hoeppner,0.003074111000332336,0.00423728813559322,Conservative,0.000581588567630442,Portage--Lisgar,0.0025756065137919576,12036
James Bezan,0.00449196894428098,0.0070941213682165286,Conservative,0.0007203098129586659,Selkirk—Interlake—Eastman,0.0030088218017314014,376227
James Lunney,0.005702806913473724,0.007635200115044804,Conservative,0.0008358724081214442,Nanaimo--Alberni,0.0031862018137532467,222522
James Maloney,0.004735346732610755,0.009155003683047459,Liberal,0.0003156897821740503,Etobicoke—Lakeshore,0.001052299273913501,9503
James Moore,0.0024980121284117144,0.007977831639251603,Conservative,0.0003041683032677735,Port Moody--Westwood--Port Coquitlam,0.002627343532950768,417532
James Rajotte,0.0032822198025951156,0.008297923357219508,Conservative,0.00038521861156206146,Edmonton--Leduc,0.001859269421110766,254401
Jamie Nicholls,0.004359502612022662,0.005803472886468987,New Democratic Party,0.0005150467220955044,Vaudreuil--Soulanges,0.001683099109704952,108728
Jamie Schmale,0.004552840296658569,0.007754307501729436,Conservative,0.0007561254202931193,Haliburton—Kawartha Lakes—Brock,0.001978796312681993,62159
Jane Philpott,0.007265614084113455,0.008064033214235813,Liberal,9.980239126529472e-05,Markham—Stouffville,0.0016766801732569512,50099
Jane Stewart,0.0034062471035313747,0.005947415577594464,Liberal,0.00017765007569438008,Brant,0.0011431396175116632,129468
Janko Peric,0.00427201056351703,0.008932385723717426,Liberal,0.0009320750320400792,Cambridge,0.0015146219270651287,25749
Jasbir Sandhu,0.006214696618684437,0.004913189473410209,New Democratic Party,0.00020173360751750527,Surrey North,0.002817762969518703,153668
Jason Kenney,0.0025066119981528388,0.00694609647220162,Conservative,0.0011002504862792292,Calgary Midnapore,0.0026500468787170623,571688
Jati Sidhu,0.004633360193392426,0.012087026591458501,Liberal,0.00040290088638195,Mission—Matsqui—Fraser Canyon,0.004431909750201451,4964
Jay Aspin,0.0037024886347658994,0.00991235881332896,Conservative,0.0003515020855790411,Nipissing--Timiskaming,0.0036790551623939634,42674
Jay Hill,0.002853916338671039,0.006650475573972661,Conservative,0.00039926478579089864,Prince George--Peace River,0.0018025978198725188,423278
Jean Augustine,0.004428774132519241,0.010039987960614009,Liberal,0.000494474781786129,Etobicoke--Lakeshore,0.0037838070258416822,46514
Jean Chrétien,0.0028626526676665954,0.007773730447825155,Liberal,0.0003942575530319263,Saint-Maurice,0.001907006642382687,233350
Jean Crowder,0.004209791651795982,0.005710342858502463,New Democratic Party,0.0003362757461118117,Nanaimo--Cowichan,0.001979585524280854,630435
Jean Dorion,0.0027463651050080775,0.008562197092084006,Bloc Québécois,0.0004846526655896607,Longueuil--Pierre-Boucher,0.0028432956381260095,30950
Jean Dubé,0.004007021828728439,0.0073271256296748586,Conservative,0.00019081056327278277,Madawaska--Restigouche,0.00110670126698214,26204
Jean Guy Carignan,0.002872462657985446,0.012638835695135964,Liberal,0.0011489850631941786,Québec East,0.0007659900421294523,5222
Jean Lapierre,0.0038995809405556418,0.00971985100108645,Liberal,0.00042681980443892595,Outremont,0.0012998603135185472,51544
Jean Rioux,0.006306860633762581,0.011954467542741617,Liberal,0.00041752735902957853,Saint-Jean,0.003889596976222916,45506
Jean Rousseau,0.004551833115175529,0.008502258228086933,New Democratic Party,0.0005542387471845851,Compton--Stanstead,0.002063654909729838,84801
Jean Yip,0.00392156862745098,0.01437908496732026,Liberal,0.00130718954248366,Scarborough—Agincourt,0.00130718954248366,765
Jean-Claude D'Amours,0.006051315152493142,0.008050490380650135,Liberal,0.0002330876947626988,Madawaska--Restigouche,0.0011116490057913326,111546
Jean-Claude Poissant,0.006489023885130471,0.010941598785033826,Liberal,0.00020709650697224908,La Prairie,0.0013116112108242442,28972
Jean-François Fortin,0.00450551504954197,0.0071041316133856796,Bloc Québécois,0.0006356328285660871,Haute-Gaspésie--La Mitis--Matane--Matapédia,0.0028042624789680315,53490
Jean-François Larose,0.006552661019657983,0.007351766022055298,Bloc Québécois,0.000639284001917852,Repentigny,0.0018645783389270683,18771
Jean-Guy Chrétien,0.0018525138938542038,0.00523253924404433,Bloc Québécois,0.00039000292502193765,Frontenac--Mégantic,0.0010400078000585005,30769
Jean-Paul Marchand,0.00248463449718844,0.006865437426441742,Bloc Québécois,0.0007192363018177063,Québec East,0.0014384726036354126,15294
Jean-Pierre Blackburn,0.005683170981666857,0.005403670769453733,Conservative,0.0002484446330783325,Jonquière--Alma,0.0011283527085640935,96601
Jean-Yves Duclos,0.006641786324245683,0.008159908912644696,Liberal,0.00018976532354987667,Québec,0.0017395154658738693,31618
Jean-Yves Laforest,0.004390837998376138,0.0089098756463399,Bloc Québécois,0.0001709328661168326,Saint-Maurice--Champlain,0.0022862270843126364,93604
Jean-Yves Roy,0.0032606056401540116,0.007020708314544382,Bloc Québécois,0.00013874917617676645,Haute-Gaspésie--La Mitis--Matane--Matapédia,0.0015748031496062992,144145
Jeannot Castonguay,0.0042723977213878815,0.009395575941407117,Liberal,0.00036990456462232746,Madawaska--Restigouche,0.004401864319005696,54068
Jeff Watson,0.003269260068051394,0.007357422172566147,Conservative,0.00026027118988370323,Essex,0.003078817733990148,157528
Jennifer O'Connell,0.0060710633946830265,0.011822597137014315,Liberal,0.0003834355828220859,Pickering—Uxbridge,0.0030035787321063393,15648
Jenny Kwan,0.005290622992935132,0.006245985870263327,New Democratic Party,0.0006342324983943481,Vancouver East,0.0018946692357096982,124560
Jeremy Harrison,0.0018586575423478224,0.005998394795758881,Conservative,0.0007603599036877456,Churchill River,0.000802602120559287,23673
Jerry Pickard,0.004551479630132392,0.009470271651468451,Liberal,0.00022358145551527541,Chatham-Kent--Essex,0.0016928310203299423,62617
Jim Abbott,0.0023002529919437316,0.007869664292250552,Conservative,0.0007105305653741949,Kootenay--Columbia,0.002232070765973481,278665
Jim Carr,0.002495046598664416,0.00831070668525721,Liberal,0.0005136860644309092,Winnipeg South Centre,0.0008072209583914288,54508
Jim Eglinski,0.005263729763011433,0.007159155388682981,Conservative,0.000313892141830957,Yellowhead,0.0023179727396747596,82831
Jim Flaherty,0.004717610930615515,0.010172039501337646,Conservative,0.00021758373264893358,Whitby--Oshawa,0.0024626522467992937,202221
Jim Gouk,0.0033904291011831187,0.006674907292954265,Conservative,0.00039731591029489667,Southern Interior,0.0018011654600035318,113260
Jim Hart,0.002963903884831163,0.006721710595956388,Conservative,0.0003969514131470308,Okanagan--Coquihalla,0.0023552450513390495,37788
